LOT_ID,WAFER_ID,SITE_ID,EQUIPMENT_ID,RECIPE_ID,PROCESS_TIMESTAMP,RS_OHM_SQ
LOT-003,W01,S2,EQ-03,RCP-A,2026-08-20 05:52:00,121.17
LOT-003,W01,S3,EQ-03,RCP-A,2026-08-20 05:52:00,119.517
LOT-003,W01,S4,EQ-03,RCP-A,2026-08-20 05:52:00,118.276
LOT-003,W01,S5,EQ-03,RCP-A,2026-08-20 05:52:00,118.548
LOT-003,W02,S1,EQ-03,RCP-A,2026-08-20 05:52:00,119.369
LOT-003,W02,S2,EQ-03,RCP-A,2026-08-20 05:52:00,121.752
LOT-003,W02,S3,EQ-03,RCP-A,2026-08-20 05:52:00,118.24
LOT-003,W02,S4,EQ-03,RCP-A,2026-08-20 05:52:00,119.836
LOT-003,W02,S5,EQ-03,RCP-A,2026-08-20 05:52:00,118.897
LOT-003,W03,S1,EQ-03,RCP-A,2026-08-20 05:52:00,120.584
LOT-003,W03,S2,EQ-03,RCP-A,2026-08-20 05:52:00,120.715
LOT-003,W03,S3,EQ-03,RCP-A,2026-08-20 05:52:00,117.363
LOT-003,W03,S4,EQ-03,RCP-A,2026-08-20 05:52:00,124.296
LOT-003,W03,S5,EQ-03,RCP-A,2026-08-20 05:52:00,120.341
LOT-003,W04,S1,EQ-03,RCP-A,2026-08-20 05:52:00,119.083
LOT-003,W04,S2,EQ-03,RCP-A,2026-08-20 05:52:00,118.391
LOT-003,W04,S3,EQ-03,RCP-A,2026-08-20 05:52:00,119.533
LOT-003,W04,S4,EQ-03,RCP-A,2026-08-20 05:52:00,120.057
LOT-003,W04,S5,EQ-03,RCP-A,2026-08-20 05:52:00,121.071
LOT-003,W05,S1,EQ-03,RCP-A,2026-08-20 05:52:00,120.01
LOT-003,W05,S2,EQ-03,RCP-A,2026-08-20 05:52:00,120.871
LOT-003,W05,S3,EQ-03,RCP-A,2026-08-20 05:52:00,117.102
LOT-003,W05,S4,EQ-03,RCP-A,2026-08-20 05:52:00,118.646
LOT-003,W05,S5,EQ-03,RCP-A,2026-08-20 05:52:00,118.188
LOT-004,W01,S1,EQ-01,RCP-A,2026-08-20 06:03:00,120.296
LOT-004,W01,S2,EQ-01,RCP-A,2026-08-20 06:03:00,120.824
LOT-004,W01,S3,EQ-01,RCP-A,2026-08-20 06:03:00,117.361
LOT-004,W01,S4,EQ-01,RCP-A,2026-08-20 06:03:00,119.698
LOT-004,W01,S5,EQ-01,RCP-A,2026-08-20 06:03:00,121.306
LOT-004,W02,S1,EQ-01,RCP-A,2026-08-20 06:03:00,121.647
LOT-004,W02,S2,EQ-01,RCP-A,2026-08-20 06:03:00,117.992
LOT-004,W02,S3,EQ-01,RCP-A,2026-08-20 06:03:00,121.013
LOT-004,W02,S4,EQ-01,RCP-A,2026-08-20 06:03:00,120.609
LOT-004,W02,S5,EQ-01,RCP-A,2026-08-20 06:03:00,119.215
LOT-004,W03,S1,EQ-01,RCP-A,2026-08-20 06:03:00,123.533
LOT-004,W03,S2,EQ-01,RCP-A,2026-08-20 06:03:00,117.986
LOT-004,W03,S3,EQ-01,RCP-A,2026-08-20 06:03:00,119.501
LOT-004,W03,S4,EQ-01,RCP-A,2026-08-20 06:03:00,120.819
LOT-004,W03,S5,EQ-01,RCP-A,2026-08-20 06:03:00,120.438
LOT-004,W04,S1,EQ-01,RCP-A,2026-08-20 06:03:00,119.692
LOT-004,W04,S2,EQ-01,RCP-A,2026-08-20 06:03:00,122.478
LOT-004,W04,S3,EQ-01,RCP-A,2026-08-20 06:03:00,122.602
LOT-004,W04,S4,EQ-01,RCP-A,2026-08-20 06:03:00,121.643
LOT-004,W04,S5,EQ-01,RCP-A,2026-08-20 06:03:00,121.803
LOT-004,W05,S1,EQ-01,RCP-A,2026-08-20 06:03:00,119.901
LOT-004,W05,S2,EQ-01,RCP-A,2026-08-20 06:03:00,117.903
LOT-004,W05,S3,EQ-01,RCP-A,2026-08-20 06:03:00,123.938
LOT-004,W05,S4,EQ-01,RCP-A,2026-08-20 06:03:00,118.276
LOT-004,W05,S5,EQ-01,RCP-A,2026-08-20 06:03:00,124.013
LOT-005,W01,S1,EQ-02,RCP-B,2026-08-20 06:14:00,119.771
LOT-005,W01,S2,EQ-02,RCP-B,2026-08-20 06:14:00,120.417
LOT-005,W01,S3,EQ-02,RCP-B,2026-08-20 06:14:00,119.696
LOT-005,W01,S4,EQ-02,RCP-B,2026-08-20 06:14:00,121.725
LOT-005,W01,S5,EQ-02,RCP-B,2026-08-20 06:14:00,119.085
LOT-005,W02,S1,EQ-02,RCP-B,2026-08-20 06:14:00,123.318
LOT-005,W02,S2,EQ-02,RCP-B,2026-08-20 06:14:00,120.963
LOT-005,W02,S3,EQ-02,RCP-B,2026-08-20 06:14:00,120.314
LOT-005,W02,S4,EQ-02,RCP-B,2026-08-20 06:14:00,118.974
LOT-005,W02,S5,EQ-02,RCP-B,2026-08-20 06:14:00,120.505
LOT-005,W03,S1,EQ-02,RCP-B,2026-08-20 06:14:00,119.994
LOT-005,W03,S2,EQ-02,RCP-B,2026-08-20 06:14:00,123.42
LOT-005,W03,S3,EQ-02,RCP-B,2026-08-20 06:14:00,121.685
LOT-005,W03,S4,EQ-02,RCP-B,2026-08-20 06:14:00,117.192
LOT-005,W03,S5,EQ-02,RCP-B,2026-08-20 06:14:00,122.752
LOT-005,W04,S1,EQ-02,RCP-B,2026-08-20 06:14:00,115.728
LOT-005,W04,S2,EQ-02,RCP-B,2026-08-20 06:14:00,122.774
LOT-005,W04,S3,EQ-02,RCP-B,2026-08-20 06:14:00,116.605
LOT-005,W04,S4,EQ-02,RCP-B,2026-08-20 06:14:00,120.001
LOT-005,W04,S5,EQ-02,RCP-B,2026-08-20 06:14:00,121.462
LOT-005,W05,S1,EQ-02,RCP-B,2026-08-20 06:14:00,119.986
LOT-005,W05,S2,EQ-02,RCP-B,2026-08-20 06:14:00,118.023
LOT-005,W05,S3,EQ-02,RCP-B,2026-08-20 06:14:00,122.22
LOT-005,W05,S4,EQ-02,RCP-B,2026-08-20 06:14:00,116.797
LOT-005,W05,S5,EQ-02,RCP-B,2026-08-20 06:14:00,117.372
LOT-006,W01,S1,EQ-03,RCP-A,2026-08-20 06:25:00,122.491
LOT-006,W01,S2,EQ-03,RCP-A,2026-08-20 06:25:00,118.443
LOT-006,W01,S3,EQ-03,RCP-A,2026-08-20 06:25:00,120.444
LOT-006,W01,S4,EQ-03,RCP-A,2026-08-20 06:25:00,121.458
LOT-006,W01,S5,EQ-03,RCP-A,2026-08-20 06:25:00,119.808
LOT-006,W02,S1,EQ-03,RCP-A,2026-08-20 06:25:00,120.498
LOT-006,W02,S2,EQ-03,RCP-A,2026-08-20 06:25:00,120.217
LOT-006,W02,S3,EQ-03,RCP-A,2026-08-20 06:25:00,120.385
LOT-006,W02,S4,EQ-03,RCP-A,2026-08-20 06:25:00,122.137
LOT-006,W02,S5,EQ-03,RCP-A,2026-08-20 06:25:00,121.682
LOT-006,W03,S1,EQ-03,RCP-A,2026-08-20 06:25:00,120.582
LOT-006,W03,S2,EQ-03,RCP-A,2026-08-20 06:25:00,121.651
LOT-006,W03,S3,EQ-03,RCP-A,2026-08-20 06:25:00,119.025
LOT-006,W03,S4,EQ-03,RCP-A,2026-08-20 06:25:00,118.624
LOT-006,W03,S5,EQ-03,RCP-A,2026-08-20 06:25:00,118.197
LOT-006,W04,S1,EQ-03,RCP-A,2026-08-20 06:25:00,121.411
LOT-006,W04,S2,EQ-03,RCP-A,2026-08-20 06:25:00,122.925
LOT-006,W04,S3,EQ-03,RCP-A,2026-08-20 06:25:00,120.153
LOT-006,W04,S4,EQ-03,RCP-A,2026-08-20 06:25:00,116.438
LOT-006,W04,S5,EQ-03,RCP-A,2026-08-20 06:25:00,119.084
LOT-006,W05,S1,EQ-03,RCP-A,2026-08-20 06:25:00,120.842
LOT-006,W05,S2,EQ-03,RCP-A,2026-08-20 06:25:00,120.535
LOT-006,W05,S3,EQ-03,RCP-A,2026-08-20 06:25:00,120.169
LOT-006,W05,S4,EQ-03,RCP-A,2026-08-20 06:25:00,121.78
LOT-006,W05,S5,EQ-03,RCP-A,2026-08-20 06:25:00,121.668
LOT-007,W01,S1,EQ-01,RCP-A,2026-08-20 06:36:00,117.587
LOT-007,W01,S2,EQ-01,RCP-A,2026-08-20 06:36:00,120.782
LOT-007,W01,S3,EQ-01,RCP-A,2026-08-20 06:36:00,118.669
LOT-007,W01,S4,EQ-01,RCP-A,2026-08-20 06:36:00,120.419
LOT-007,W01,S5,EQ-01,RCP-A,2026-08-20 06:36:00,122.239
LOT-007,W02,S1,EQ-01,RCP-A,2026-08-20 06:36:00,123.296
LOT-007,W02,S2,EQ-01,RCP-A,2026-08-20 06:36:00,121.26
LOT-007,W02,S3,EQ-01,RCP-A,2026-08-20 06:36:00,119.09
LOT-007,W02,S4,EQ-01,RCP-A,2026-08-20 06:36:00,119.368
LOT-007,W02,S5,EQ-01,RCP-A,2026-08-20 06:36:00,120.96
LOT-007,W03,S1,EQ-01,RCP-A,2026-08-20 06:36:00,118.222
LOT-007,W03,S2,EQ-01,RCP-A,2026-08-20 06:36:00,119.878
LOT-007,W03,S3,EQ-01,RCP-A,2026-08-20 06:36:00,121.089
LOT-007,W03,S4,EQ-01,RCP-A,2026-08-20 06:36:00,121.653
LOT-007,W03,S5,EQ-01,RCP-A,2026-08-20 06:36:00,119.465
LOT-007,W04,S1,EQ-01,RCP-A,2026-08-20 06:36:00,120.666
LOT-007,W04,S2,EQ-01,RCP-A,2026-08-20 06:36:00,122.453
LOT-007,W04,S3,EQ-01,RCP-A,2026-08-20 06:36:00,120.549
LOT-007,W04,S4,EQ-01,RCP-A,2026-08-20 06:36:00,116.911
LOT-007,W04,S5,EQ-01,RCP-A,2026-08-20 06:36:00,120.386
LOT-007,W05,S1,EQ-01,RCP-A,2026-08-20 06:36:00,120.453
LOT-007,W05,S2,EQ-01,RCP-A,2026-08-20 06:36:00,119.241
LOT-007,W05,S3,EQ-01,RCP-A,2026-08-20 06:36:00,120.077
LOT-007,W05,S4,EQ-01,RCP-A,2026-08-20 06:36:00,117.343
LOT-007,W05,S5,EQ-01,RCP-A,2026-08-20 06:36:00,122.243
LOT-008,W01,S1,EQ-02,RCP-B,2026-08-20 06:47:00,120.759
LOT-008,W01,S2,EQ-02,RCP-B,2026-08-20 06:47:00,119.022
LOT-008,W01,S3,EQ-02,RCP-B,2026-08-20 06:47:00,120.424
LOT-008,W01,S4,EQ-02,RCP-B,2026-08-20 06:47:00,120.238
LOT-008,W01,S5,EQ-02,RCP-B,2026-08-20 06:47:00,118.445
LOT-008,W02,S1,EQ-02,RCP-B,2026-08-20 06:47:00,115.199
LOT-008,W02,S2,EQ-02,RCP-B,2026-08-20 06:47:00,114.875
LOT-008,W02,S3,EQ-02,RCP-B,2026-08-20 06:47:00,123.639
LOT-008,W02,S4,EQ-02,RCP-B,2026-08-20 06:47:00,117.985
LOT-008,W02,S5,EQ-02,RCP-B,2026-08-20 06:47:00,119.47
LOT-008,W03,S1,EQ-02,RCP-B,2026-08-20 06:47:00,121.029
LOT-008,W03,S2,EQ-02,RCP-B,2026-08-20 06:47:00,119.349
LOT-008,W03,S3,EQ-02,RCP-B,2026-08-20 06:47:00,122.145
LOT-008,W03,S4,EQ-02,RCP-B,2026-08-20 06:47:00,118.292
LOT-008,W03,S5,EQ-02,RCP-B,2026-08-20 06:47:00,121.013
LOT-008,W04,S1,EQ-02,RCP-B,2026-08-20 06:47:00,116.243
LOT-008,W04,S2,EQ-02,RCP-B,2026-08-20 06:47:00,121.287
LOT-008,W04,S3,EQ-02,RCP-B,2026-08-20 06:47:00,121.238
LOT-008,W04,S4,EQ-02,RCP-B,2026-08-20 06:47:00,120.661
LOT-008,W04,S5,EQ-02,RCP-B,2026-08-20 06:47:00,120.542
LOT-008,W05,S1,EQ-02,RCP-B,2026-08-20 06:47:00,120.483
LOT-008,W05,S2,EQ-02,RCP-B,2026-08-20 06:47:00,121.555
LOT-008,W05,S3,EQ-02,RCP-B,2026-08-20 06:47:00,121.732
LOT-008,W05,S4,EQ-02,RCP-B,2026-08-20 06:47:00,118.3
LOT-008,W05,S5,EQ-02,RCP-B,2026-08-20 06:47:00,121.903
LOT-009,W01,S1,EQ-03,RCP-A,2026-08-20 06:58:00,118.294
LOT-009,W01,S2,EQ-03,RCP-A,2026-08-20 06:58:00,120.296
LOT-009,W01,S3,EQ-03,RCP-A,2026-08-20 06:58:00,119.545
LOT-009,W01,S4,EQ-03,RCP-A,2026-08-20 06:58:00,120.865
LOT-009,W01,S5,EQ-03,RCP-A,2026-08-20 06:58:00,119.402
LOT-009,W02,S1,EQ-03,RCP-A,2026-08-20 06:58:00,120.729
LOT-009,W02,S2,EQ-03,RCP-A,2026-08-20 06:58:00,119.138
LOT-009,W02,S3,EQ-03,RCP-A,2026-08-20 06:58:00,118.274
LOT-009,W02,S4,EQ-03,RCP-A,2026-08-20 06:58:00,121.922
LOT-009,W02,S5,EQ-03,RCP-A,2026-08-20 06:58:00,121.031
LOT-009,W03,S1,EQ-03,RCP-A,2026-08-20 06:58:00,120.925
LOT-009,W03,S2,EQ-03,RCP-A,2026-08-20 06:58:00,121.722
LOT-009,W03,S3,EQ-03,RCP-A,2026-08-20 06:58:00,118.092
LOT-009,W03,S4,EQ-03,RCP-A,2026-08-20 06:58:00,121.646
LOT-009,W03,S5,EQ-03,RCP-A,2026-08-20 06:58:00,118.098
LOT-009,W04,S1,EQ-03,RCP-A,2026-08-20 06:58:00,120.685
LOT-009,W04,S2,EQ-03,RCP-A,2026-08-20 06:58:00,119.678
LOT-009,W04,S3,EQ-03,RCP-A,2026-08-20 06:58:00,120.489
LOT-009,W04,S4,EQ-03,RCP-A,2026-08-20 06:58:00,121.255
LOT-009,W04,S5,EQ-03,RCP-A,2026-08-20 06:58:00,120.038
LOT-009,W05,S1,EQ-03,RCP-A,2026-08-20 06:58:00,118.343
LOT-009,W05,S2,EQ-03,RCP-A,2026-08-20 06:58:00,121.673
LOT-009,W05,S3,EQ-03,RCP-A,2026-08-20 06:58:00,122.119
LOT-009,W05,S4,EQ-03,RCP-A,2026-08-20 06:58:00,121.233
LOT-009,W05,S5,EQ-03,RCP-A,2026-08-20 06:58:00,121.866
LOT-010,W01,S1,EQ-01,RCP-A,2026-08-20 07:09:00,112.577
LOT-010,W01,S2,EQ-01,RCP-A,2026-08-20 07:09:00,112.175
LOT-010,W01,S3,EQ-01,RCP-A,2026-08-20 07:09:00,108.2
LOT-010,W01,S4,EQ-01,RCP-A,2026-08-20 07:09:00,112.656
LOT-010,W01,S5,EQ-01,RCP-A,2026-08-20 07:09:00,112.429
LOT-010,W02,S1,EQ-01,RCP-A,2026-08-20 07:09:00,112.147
LOT-010,W02,S2,EQ-01,RCP-A,2026-08-20 07:09:00,114.145
LOT-010,W02,S3,EQ-01,RCP-A,2026-08-20 07:09:00,115.262
LOT-010,W02,S4,EQ-01,RCP-A,2026-08-20 07:09:00,115.49
LOT-010,W02,S5,EQ-01,RCP-A,2026-08-20 07:09:00,111.574
LOT-010,W03,S1,EQ-01,RCP-A,2026-08-20 07:09:00,115.446
LOT-010,W03,S2,EQ-01,RCP-A,2026-08-20 07:09:00,116.431
LOT-010,W03,S3,EQ-01,RCP-A,2026-08-20 07:09:00,115.296
LOT-010,W03,S4,EQ-01,RCP-A,2026-08-20 07:09:00,116.124
LOT-010,W03,S5,EQ-01,RCP-A,2026-08-20 07:09:00,118.071
LOT-010,W04,S1,EQ-01,RCP-A,2026-08-20 07:09:00,127.405
LOT-010,W04,S2,EQ-01,RCP-A,2026-08-20 07:09:00,124.642
LOT-010,W04,S3,EQ-01,RCP-A,2026-08-20 07:09:00,126.046
LOT-010,W04,S4,EQ-01,RCP-A,2026-08-20 07:09:00,128.325
LOT-010,W04,S5,EQ-01,RCP-A,2026-08-20 07:09:00,128.986
LOT-010,W05,S1,EQ-01,RCP-A,2026-08-20 07:09:00,127.082
LOT-010,W05,S2,EQ-01,RCP-A,2026-08-20 07:09:00,128.371
LOT-010,W05,S3,EQ-01,RCP-A,2026-08-20 07:09:00,126.76
LOT-010,W05,S4,EQ-01,RCP-A,2026-08-20 07:09:00,123.02
LOT-010,W05,S5,EQ-01,RCP-A,2026-08-20 07:09:00,127.015
LOT-011,W01,S1,EQ-02,RCP-B,2026-08-20 07:20:00,116.812
LOT-011,W01,S2,EQ-02,RCP-B,2026-08-20 07:20:00,122.509
LOT-011,W01,S3,EQ-02,RCP-B,2026-08-20 07:20:00,120.854
LOT-011,W01,S4,EQ-02,RCP-B,2026-08-20 07:20:00,118.846
LOT-011,W01,S5,EQ-02,RCP-B,2026-08-20 07:20:00,120.122
LOT-011,W02,S1,EQ-02,RCP-B,2026-08-20 07:20:00,120.748
LOT-011,W02,S2,EQ-02,RCP-B,2026-08-20 07:20:00,123.153
LOT-011,W02,S3,EQ-02,RCP-B,2026-08-20 07:20:00,121.401
LOT-011,W02,S4,EQ-02,RCP-B,2026-08-20 07:20:00,122.75
LOT-011,W02,S5,EQ-02,RCP-B,2026-08-20 07:20:00,120.88
LOT-011,W03,S1,EQ-02,RCP-B,2026-08-20 07:20:00,122.351
LOT-011,W03,S2,EQ-02,RCP-B,2026-08-20 07:20:00,122.606
LOT-011,W03,S3,EQ-02,RCP-B,2026-08-20 07:20:00,121.685
LOT-011,W03,S4,EQ-02,RCP-B,2026-08-20 07:20:00,120.068
LOT-011,W03,S5,EQ-02,RCP-B,2026-08-20 07:20:00,121.981
LOT-011,W04,S1,EQ-02,RCP-B,2026-08-20 07:20:00,119.303
LOT-011,W04,S2,EQ-02,RCP-B,2026-08-20 07:20:00,122.582
LOT-011,W04,S3,EQ-02,RCP-B,2026-08-20 07:20:00,119.519
LOT-011,W04,S4,EQ-02,RCP-B,2026-08-20 07:20:00,118.787
LOT-011,W04,S5,EQ-02,RCP-B,2026-08-20 07:20:00,123.405
LOT-011,W05,S1,EQ-02,RCP-B,2026-08-20 07:20:00,119.273
LOT-011,W05,S2,EQ-02,RCP-B,2026-08-20 07:20:00,120.307
LOT-011,W05,S3,EQ-02,RCP-B,2026-08-20 07:20:00,118.098
LOT-011,W05,S4,EQ-02,RCP-B,2026-08-20 07:20:00,118.754
LOT-011,W05,S5,EQ-02,RCP-B,2026-08-20 07:20:00,119.402
LOT-012,W01,S1,EQ-03,RCP-A,2026-08-20 07:31:00,119.763
LOT-012,W01,S2,EQ-03,RCP-A,2026-08-20 07:31:00,115.562
LOT-012,W01,S3,EQ-03,RCP-A,2026-08-20 07:31:00,114.414
LOT-012,W01,S4,EQ-03,RCP-A,2026-08-20 07:31:00,119.534
LOT-012,W01,S5,EQ-03,RCP-A,2026-08-20 07:31:00,118.655
LOT-012,W02,S1,EQ-03,RCP-A,2026-08-20 07:31:00,107.879
LOT-012,W02,S2,EQ-03,RCP-A,2026-08-20 07:31:00,111.258
LOT-012,W02,S3,EQ-03,RCP-A,2026-08-20 07:31:00,107.449
LOT-012,W02,S4,EQ-03,RCP-A,2026-08-20 07:31:00,108.508
LOT-012,W02,S5,EQ-03,RCP-A,2026-08-20 07:31:00,108.591
LOT-012,W03,S1,EQ-03,RCP-A,2026-08-20 07:31:00,107.605
LOT-012,W03,S2,EQ-03,RCP-A,2026-08-20 07:31:00,111.185
LOT-012,W03,S3,EQ-03,RCP-A,2026-08-20 07:31:00,112.656
LOT-012,W03,S4,EQ-03,RCP-A,2026-08-20 07:31:00,109.365
LOT-012,W03,S5,EQ-03,RCP-A,2026-08-20 07:31:00,109.303
LOT-012,W04,S1,EQ-03,RCP-A,2026-08-20 07:31:00,126.817
LOT-012,W04,S2,EQ-03,RCP-A,2026-08-20 07:31:00,127.558
LOT-012,W04,S3,EQ-03,RCP-A,2026-08-20 07:31:00,124.57
LOT-012,W04,S4,EQ-03,RCP-A,2026-08-20 07:31:00,126.51
LOT-012,W04,S5,EQ-03,RCP-A,2026-08-20 07:31:00,127.552
LOT-012,W05,S1,EQ-03,RCP-A,2026-08-20 07:31:00,123.377
LOT-012,W05,S2,EQ-03,RCP-A,2026-08-20 07:31:00,128.515
LOT-012,W05,S3,EQ-03,RCP-A,2026-08-20 07:31:00,126.991
LOT-012,W05,S4,EQ-03,RCP-A,2026-08-20 07:31:00,127.078
LOT-012,W05,S5,EQ-03,RCP-A,2026-08-20 07:31:00,122.919
LOT-013,W01,S1,EQ-01,RCP-A,2026-08-20 07:42:00,119.987
LOT-013,W01,S2,EQ-01,RCP-A,2026-08-20 07:42:00,117.951
LOT-013,W01,S3,EQ-01,RCP-A,2026-08-20 07:42:00,123.609
LOT-013,W01,S4,EQ-01,RCP-A,2026-08-20 07:42:00,123.397
LOT-013,W01,S5,EQ-01,RCP-A,2026-08-20 07:42:00,123.533
LOT-013,W02,S1,EQ-01,RCP-A,2026-08-20 07:42:00,124.261
LOT-013,W02,S2,EQ-01,RCP-A,2026-08-20 07:42:00,126.64
LOT-013,W02,S3,EQ-01,RCP-A,2026-08-20 07:42:00,126.018
LOT-013,W02,S4,EQ-01,RCP-A,2026-08-20 07:42:00,127.784
LOT-013,W02,S5,EQ-01,RCP-A,2026-08-20 07:42:00,129.735
LOT-013,W03,S1,EQ-01,RCP-A,2026-08-20 07:42:00,129.668
LOT-013,W03,S2,EQ-01,RCP-A,2026-08-20 07:42:00,132.047
LOT-013,W03,S3,EQ-01,RCP-A,2026-08-20 07:42:00,126.062
LOT-013,W03,S4,EQ-01,RCP-A,2026-08-20 07:42:00,127.248
LOT-013,W03,S5,EQ-01,RCP-A,2026-08-20 07:42:00,128.504
LOT-013,W04,S1,EQ-01,RCP-A,2026-08-20 07:42:00,116.113
LOT-013,W04,S2,EQ-01,RCP-A,2026-08-20 07:42:00,117.437
LOT-013,W04,S3,EQ-01,RCP-A,2026-08-20 07:42:00,111.305
LOT-013,W04,S4,EQ-01,RCP-A,2026-08-20 07:42:00,112.264
LOT-013,W04,S5,EQ-01,RCP-A,2026-08-20 07:42:00,115.966
LOT-013,W05,S1,EQ-01,RCP-A,2026-08-20 07:42:00,127.86
LOT-013,W05,S2,EQ-01,RCP-A,2026-08-20 07:42:00,132.602
LOT-013,W05,S3,EQ-01,RCP-A,2026-08-20 07:42:00,130.975
LOT-013,W05,S4,EQ-01,RCP-A,2026-08-20 07:42:00,127.42
LOT-013,W05,S5,EQ-01,RCP-A,2026-08-20 07:42:00,130.489
LOT-014,W01,S1,EQ-02,RCP-B,2026-08-20 07:53:00,119.007
LOT-014,W01,S2,EQ-02,RCP-B,2026-08-20 07:53:00,120.216
LOT-014,W01,S3,EQ-02,RCP-B,2026-08-20 07:53:00,120.088
LOT-014,W01,S4,EQ-02,RCP-B,2026-08-20 07:53:00,119.523
LOT-014,W01,S5,EQ-02,RCP-B,2026-08-20 07:53:00,119.774
LOT-014,W02,S1,EQ-02,RCP-B,2026-08-20 07:53:00,119.73
LOT-014,W02,S2,EQ-02,RCP-B,2026-08-20 07:53:00,120.935
LOT-014,W02,S3,EQ-02,RCP-B,2026-08-20 07:53:00,121.748
LOT-014,W02,S4,EQ-02,RCP-B,2026-08-20 07:53:00,121.736
LOT-014,W02,S5,EQ-02,RCP-B,2026-08-20 07:53:00,118.401
LOT-014,W03,S1,EQ-02,RCP-B,2026-08-20 07:53:00,118.577
LOT-014,W03,S2,EQ-02,RCP-B,2026-08-20 07:53:00,118.794
LOT-014,W03,S3,EQ-02,RCP-B,2026-08-20 07:53:00,122.561
